unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
421,object,dog,0.09026895297029605,white-c,72511065.0,2672759.0,643172.0,0.00862847295727974,dog,3793935.0,1691847.0,454196.0,0.09026895297029605,muzzle,666221.0,1295264.0,107873.0,0.05819610576539211,fur,103280.0,350259.0,6852.0,0.01533960021222914,waterfall-block-s,326144.0,290832.0,3594.0,0.005859317684575027,braided,1568000.0,298593.0,29471.0,0.016041939511910477
411,texture,perforated,0.08819788408246826,black-c,139916835.0,2458055.0,849412.0,0.006001830991872714,dog,3793935.0,1049368.0,106404.0,0.022462796863517674,head,4946761.0,578290.0,153842.0,0.028641968688986035,fur,103280.0,268854.0,1725.0,0.004657014273411282,cockpit-s,539392.0,368013.0,3079.0,0.0034047456337648143,perforated,1793792.0,791653.0,209549.0,0.08819788408246826
178,part,wheel,0.088064977169339,black-c,139916835.0,2982134.0,782871.0,0.005508672212489256,car,5354795.0,1491338.0,225014.0,0.033984285737803537,wheel,1513439.0,784156.0,185961.0,0.088064977169339,ceramic,679072.0,399731.0,10354.0,0.009690682475251509,laundromat-s,363776.0,666676.0,10565.0,0.010358990750936131,swirly,1605632.0,492237.0,72291.0,0.03568907245240618
362,texture,striped,0.08787566183158992,orange-c,30348501.0,3284506.0,243716.0,0.007299226569381183,seat,1488057.0,922919.0,32176.0,0.013526147637464268,crosswalk,241792.0,152052.0,6436.0,0.016612976500227146,leather,470954.0,277434.0,4701.0,0.006321207712384376,anechoic_chamber-s,137984.0,561032.0,8690.0,0.012588255403968558,striped,2433536.0,1562178.0,322763.0,0.08787566183158992
169,texture,dotted,0.08783022165414342,pink-c,18491188.0,2649533.0,128233.0,0.006102704258534259,car,5354795.0,998901.0,110725.0,0.01773594655493354,wheel,1513439.0,540538.0,62055.0,0.03115332829297533,ceramic,679072.0,354059.0,10133.0,0.00990520020567,ball_pit-s,275968.0,449243.0,12958.0,0.018192973564168907,dotted,2935296.0,746473.0,297262.0,0.08783022165414342
87,part,nose,0.08604614137406645,pink-c,18491188.0,2640355.0,171730.0,0.008193298289445617,dog,3793935.0,983596.0,54368.0,0.011510930281254321,nose,155124.0,438347.0,47020.0,0.08604614137406645,skin,177664.0,163669.0,2446.0,0.007217745148087708,anechoic_chamber-s,137984.0,415725.0,19941.0,0.03735892747410859,zigzagged,1618176.0,1063928.0,113601.0,0.04422848639849749
153,part,wheel,0.08541857880055649,pink-c,18491188.0,2879231.0,104709.0,0.004923842185377305,motorbike,1440771.0,1031673.0,86396.0,0.036208827316131106,wheel,1513439.0,660179.0,171056.0,0.08541857880055649,food,1104928.0,329346.0,16814.0,0.01186206312700182,cockpit-s,539392.0,389678.0,9743.0,0.010597970036776901,swirly,1605632.0,1051973.0,163090.0,0.06537944249683807
284,texture,dotted,0.08355782636037132,red-c,21004512.0,3072538.0,160437.0,0.006708182299893384,painting,2207098.0,1100219.0,90382.0,0.028095687354578194,pane,480756.0,254908.0,18062.0,0.025169940997934785,glass,2246777.0,188937.0,37716.0,0.015728119873327666,building_facade-s,3148544.0,789428.0,42916.0,0.011018070086797211,dotted,2935296.0,1289665.0,325805.0,0.08355782636037132
150,part,eye,0.0835081745116347,black-c,139916835.0,2091365.0,642495.0,0.0045449141996639145,bicycle,1152271.0,964258.0,33272.0,0.015971145182759498,eye,110350.0,481473.0,45613.0,0.0835081745116347,food,1104928.0,249539.0,18085.0,0.013532807236254305,laundromat-s,363776.0,398433.0,7675.0,0.01017184116288994,swirly,1605632.0,382863.0,34247.0,0.017524387897544222
278,part,muzzle,0.08162499919172499,pink-c,18491188.0,2215740.0,103511.0,0.005023972479904668,dog,3793935.0,1247124.0,190991.0,0.039379035510429955,muzzle,666221.0,839242.0,113610.0,0.08162499919172499,fur,103280.0,305217.0,4516.0,0.011178743554771137,shoe_shop-s,577024.0,312623.0,2832.0,0.003193450719710424,striped,2433536.0,275865.0,21424.0,0.007970306293543434
